pressure(Pa) loading(mol/kg) HoA(kJ/mol)
16700.0 0.0665700521 5.44389
33300.0 0.1296457831 5.43425
50000.0 0.1975909153 5.42659
66700.0 0.2640800803 5.46236
83300.0 0.3319605028 5.36957
100000.0 0.3998085705 5.40283
117000.0 0.4749364737 5.44863
133000.0 0.5358767863 5.45743
150000.0 0.6031586446 5.3967
167000.0 0.6675771008 5.4355
183000.0 0.7313161057 5.48333
200000.0 0.8054571868 5.36575
217000.0 0.8617384046 5.4333
233000.0 0.9142826402 5.4543
250000.0 0.9978227979 5.37318
267000.0 1.0595234489 5.46706
283000.0 1.1206740678 5.45535
300000.0 1.2027097262 5.44151
317000.0 1.2680341175 5.40708
333000.0 1.3272919792 5.50404
350000.0 1.3826672619 5.45147
367000.0 1.4639911141 5.50386
383000.0 1.5145617053 5.3838
400000.0 1.5999946203 5.47544
600000.0 2.3803929953 5.52972
857000.0 3.3275966697 5.38853
1110000.0 4.2334994103 5.52324
1370000.0 5.1599959968 5.50896
1630000.0 6.1630926312 5.55161
1880000.0 7.1314078288 5.53404
2140000.0 8.0370355533 5.49538
2400000.0 9.0407792842 5.63904
2650000.0 9.9145698611 5.57371
2910000.0 10.9009875832 5.64908
3170000.0 11.7575330385 5.66573
3420000.0 12.6318089377 5.69052
3680000.0 13.585596819 5.77627
3930000.0 14.4423687581 5.80593
4190000.0 15.3670696518 5.74032
4450000.0 16.1972297474 5.79266
4700000.0 16.9341270604 5.83199
4960000.0 17.9435814179 5.87593
5220000.0 18.7899674581 5.89461
5470000.0 19.4548105762 5.9005
5730000.0 20.3190726572 5.98124
5990000.0 21.0834068617 5.85447
6240000.0 21.8646141073 5.9962
6500000.0 22.5966096644 6.00259
6750000.0 23.4782624637 6.03748
7000000.0 24.0397480939 6.06209
7250000.0 24.9953802002 6.10031
7500000.0 25.6887926286 6.06266
7750000.0 26.4754840171 5.99386
8000000.0 27.0875725933 6.12154
8500000.0 28.5354510046 6.15729
9000000.0 29.7960920446 6.16396
9500000.0 31.0573640038 6.20265
10000000.0 32.5562821513 6.36722
10500000.0 33.6682527712 6.27952
11000000.0 34.864750371 6.3348
12000000.0 37.1655666746 6.46788
13000000.0 39.5740760127 6.54581
14000000.0 41.643684738 6.62138
15000000.0 43.6899818121 6.70078
