pressure(Pa) loading(mol/kg) HoA(kJ/mol)
0.167 2.38684303371 30.8580460433
0.333 4.40841617988 30.8580460433
0.5 6.16208813145 30.8580460433
0.667 7.68917574752 30.8580460433
0.833 9.02337854445 30.8580460433
1.0 10.2124446263 30.8580460433
1.17 11.2907758744 30.8580460433
1.33 12.202561863 30.8580460433
1.5 13.0778024347 30.8580460433
1.67 13.870105541 30.8580460433
1.83 14.5501466839 30.8580460433
2.0 15.2118333706 30.8580460433
2.17 15.8184877592 30.8580460433
2.33 16.3451019448 30.8580460433
2.5 16.8628361702 30.8580460433
2.67 17.3422032131 30.8580460433
2.83 17.7620147928 30.8580460433
3.0 18.178134614 30.8580460433
3.17 18.5664478291 30.8580460433
3.33 18.9089379708 30.8580460433
3.5 19.2506696588 30.8580460433
3.67 19.5716088932 30.8580460433
3.83 19.8563277527 30.8580460433
4.0 20.1419728167 30.8580460433
6.0 22.5815221312 30.8580460433
8.57 24.3503918508 30.8580460433
11.1 25.4095359169 30.8580460433
13.7 26.1404653999 30.8580460433
16.3 26.6627645251 30.8580460433
18.8 27.0413498087 30.8580460433
21.4 27.3489641673 30.8580460433
24.0 27.5948610689 30.8580460433
26.5 27.788868155 30.8580460433
29.1 27.9574608285 30.8580460433
31.7 28.0999757693 30.8580460433
34.2 28.2176597113 30.8580460433
36.8 28.3239294342 30.8580460433
39.3 28.4134685965 30.8580460433
41.9 28.4957509612 30.8580460433
44.5 28.5688156075 30.8580460433
47.0 28.631745622 30.8580460433
49.6 28.6907139244 30.8580460433
52.2 28.7440161818 30.8580460433
54.7 28.7906516942 30.8580460433
57.3 28.8349756091 30.8580460433
59.9 28.8755710913 30.8580460433
62.4 28.9115100578 30.8580460433
65.0 28.946038019 30.8580460433
