pressure(Pa) loading(mol/kg) HoA(kJ/mol)
1.00e+03 0.04710 26.19348
5.00e+03 0.10933 26.83410
7.00e+03 0.11593 25.39480
1.00e+04 0.18729 25.82348
1.50e+04 0.20233 25.64659
2.00e+04 0.28336 26.62737
3.00e+04 0.44215 25.74348
4.00e+04 0.54887 25.69687
6.00e+04 0.63511 25.10305
8.00e+04 0.78839 25.90180
1.00e+05 0.85036 25.11981
2.00e+05 1.19435 26.46530
3.00e+05 1.26652 24.30088
4.00e+05 1.35041 26.16225
