pressure(Pa) loading(mol/kg) HoA(kJ/mol)
16700.0 0.0296262346 7.94012
33300.0 0.0591868082 7.9142
50000.0 0.089411871 7.95986
66700.0 0.1178693402 7.94838
83300.0 0.1489453692 7.92774
100000.0 0.1774080913 7.96318
117000.0 0.2089253621 7.95748
133000.0 0.2348430645 8.02375
150000.0 0.2641725115 7.96404
167000.0 0.2967351052 8.03227
183000.0 0.3193224827 8.00736
200000.0 0.3510524951 7.91497
217000.0 0.3779577387 8.01291
233000.0 0.4079149046 8.07553
250000.0 0.436708558 7.88321
267000.0 0.4568165768 8.06635
283000.0 0.4912334366 8.06653
300000.0 0.5141281074 8.00151
317000.0 0.5458055911 7.96555
333000.0 0.5675131114 7.98658
350000.0 0.5918418181 8.05102
367000.0 0.6255941887 8.06964
383000.0 0.6515066383 8.0518
400000.0 0.6634779483 8.01033
600000.0 1.002078495 8.13225
857000.0 1.4218071233 8.04935
1110000.0 1.8246766381 8.13617
1370000.0 2.2148893423 8.24156
1630000.0 2.6012280486 8.24603
1880000.0 2.9412915219 8.31636
2140000.0 3.2995772307 8.28583
2400000.0 3.6473729411 8.26041
2650000.0 3.9783515611 8.37858
2910000.0 4.3094509973 8.40581
3170000.0 4.6261023913 8.46908
3420000.0 4.906952792 8.49709
3680000.0 5.2127569918 8.59421
3930000.0 5.4944268416 8.46593
4190000.0 5.7571705702 8.54831
4450000.0 6.0323058391 8.61926
4700000.0 6.2847302879 8.71655
4960000.0 6.5465074868 8.68194
5220000.0 6.7839586055 8.71036
5470000.0 7.0202435852 8.63531
5730000.0 7.263848451 8.78175
5990000.0 7.4830195526 8.70469
6240000.0 7.6946448943 8.69214
6500000.0 7.9020941976 8.71846
6750000.0 8.124905544 8.84246
7000000.0 8.3098147457 8.83705
7250000.0 8.4940095559 8.87475
7500000.0 8.6825695082 8.79182
7750000.0 8.8812123607 8.90199
8000000.0 9.0589986592 8.96011
8500000.0 9.4016544281 9.12633
9000000.0 9.7138934041 9.0382
9500000.0 10.0222163593 8.97682
10000000.0 10.3218851971 8.96675
10500000.0 10.6172125309 9.08345
11000000.0 10.8821493362 9.12254
12000000.0 11.3993477511 9.1404
13000000.0 11.8587881407 9.26948
14000000.0 12.3197413593 9.31768
15000000.0 12.7159292127 9.47584
